obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
13,7,"[ 0.72801998 -1.6308795   1.56162173  0.68969481 -2.25882625 -0.45284062
  0.94134842  0.          0.          0.01148294  1.94858512  0.65594246
  0.01148294  1.79758005  0.72135549  1.35551746  0.83775804]","[[ 0.76929168 -0.27975726  0.57439202 -0.92274851]
 [ 0.62042969  0.1125185  -0.77614856 -0.37015641]
 [ 0.15250347  0.95345449  0.26012925  0.01645753]
 [ 0.          0.          0.          1.        ]]","[[ 0.30426085 -0.32423042 -0.89571199 -0.79129817]
 [-0.23491834 -0.93679032  0.2593015  -0.37238492]
 [-0.92316776  0.13152388 -0.36119629  0.11752853]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
13,7,"[ 0.68452066 -1.80458586  1.59282041  0.7335837  -2.66517301 -0.19024525
  1.2257462   0.          0.          0.0115706   1.94849308  0.6560345
  0.0115706   1.79785616  0.7211121   1.35579358  0.83775804]","[[ 0.67748012 -0.25553799  0.68972532 -0.92553604]
 [ 0.70224688 -0.05421633 -0.70986612 -0.310368  ]
 [ 0.21879214  0.96527764  0.14272027 -0.11818347]
 [ 0.          0.          0.          1.        ]]","[[ 0.24867688 -0.23536911 -0.93955372 -0.79497454]
 [-0.01116295 -0.97065764  0.24020645 -0.31426639]
 [-0.96852217 -0.0492456  -0.24400753 -0.01921043]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",extreme1
13,8,"[  3.97520164e-01  -1.56053359e+00   1.45913132e+00   7.52588019e-01
  -1.40683434e+00  -1.48131939e+00  -3.91252434e-01   2.22044605e-16
   2.22044605e-16   4.34773983e-02   1.32391746e+00   6.33245677e-01
   4.34773983e-02   1.33723241e+00   6.24250414e-01   1.48790001e+00
   7.44234300e-01]","[[-0.98823732  0.15097241  0.02437904 -0.8237583 ]
 [ 0.03825003  0.08966656  0.99523708 -0.14052488]
 [ 0.14806736  0.98446292 -0.09438654 -0.08224247]
 [ 0.          0.          0.          1.        ]]","[[ 0.98055154  0.04008097 -0.19212547 -0.83220135]
 [ 0.03613908 -0.99905904 -0.02397925 -0.11190256]
 [-0.1929058   0.01656965 -0.98107737  0.15954608]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
13,7,"[ 0.41012072 -1.20367264  2.62862576  1.33711992  0.9746313   0.60362935
  0.83100044  0.          0.          1.68886902  0.84485526  0.28731256
  1.68886902  0.69274572  0.24073272  0.34836704  0.14460121]","[[ 0.98012798  0.14304691  0.13742896 -0.79923671]
 [ 0.13483178  0.02774091 -0.9904801  -0.14151338]
 [-0.14549753  0.98932706  0.00790237 -0.13574973]
 [ 0.          0.          0.          1.        ]]","[[-0.20190303  0.95140601 -0.23251189 -0.73915595]
 [ 0.97889509  0.18836529 -0.07926485 -0.14537216]
 [-0.03161589 -0.24360856 -0.96935819  0.10043741]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_3_med']",optimal0
13,8,"[ 0.76118318 -1.82082162  1.66151224  1.45080494 -0.03819138 -0.28710744
 -1.23684265  0.          0.          0.01726824  1.88998705  0.83775804
  0.01726824  1.63813808  0.83775804  1.64393653  0.83775804]","[[ 0.891392   -0.00287074  0.45322408 -0.86615711]
 [ 0.44969324  0.13033821 -0.88362206 -0.1131269 ]
 [-0.05653577  0.99146544  0.11747339 -0.09311284]
 [ 0.          0.          0.          1.        ]]","[[ 0.12857935 -0.43556597 -0.89092628 -0.72215409]
 [-0.16966779 -0.89479953  0.41297294 -0.14812455]
 [-0.97707737  0.0980617  -0.18895426 -0.01098268]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
13,8,"[  3.91238148e-01  -1.70798579e+00   1.35363051e+00   2.01121926e-02
  -3.31490085e+00  -1.33875406e+00  -2.80010572e+00   0.00000000e+00
   0.00000000e+00   5.63628369e-02   5.82912699e-03   1.51311865e-02
   5.63628369e-02   1.62601964e-03   8.68233126e-03   5.43029199e-03
   3.97812351e-03]","[[ 0.67853534  0.1049938  -0.72702551 -0.94260162]
 [-0.72684801 -0.04714574 -0.68517826 -0.12029389]
 [-0.10621563  0.99335471  0.04432449 -0.07280631]
 [ 0.          0.          0.          1.        ]]","[[-0.75567086  0.29515493 -0.58467523 -0.8166574 ]
 [-0.64681964 -0.19607975  0.73700548 -0.27179976]
 [ 0.10288783  0.93511299  0.33908376  0.09127362]
 [ 0.          0.          0.          1.        ]]",4,[],optimal0
13,8,"[  7.60964041e-01  -1.83458672e+00   1.68226575e+00   1.45847484e+00
  -9.87598971e-02  -2.88847001e-01  -1.20982075e+00   2.22044605e-16
   2.22044605e-16   1.84077695e-02   1.84010199e+00   8.37758041e-01
   1.84077695e-02   1.87305190e+00   8.37758041e-01   1.63246235e+00
   8.37758041e-01]","[[ 0.83331752 -0.17118502  0.52562115 -0.8509835 ]
 [ 0.54629207  0.10960657 -0.8303923  -0.11481493]
 [ 0.08453919  0.97912312  0.1848541  -0.09621536]
 [ 0.          0.          0.          1.        ]]","[[ 0.17749002 -0.44786308 -0.87630814 -0.716455  ]
 [-0.15393856 -0.89211977  0.42476491 -0.14278205]
 [-0.97200834  0.05950608 -0.22728576 -0.02777728]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",extreme0
18,14,"[  8.46246068e-02  -1.97449120e+00   1.76199571e-01   1.63207034e+00
  -1.10928951e+00  -1.10454524e+00  -1.45507273e+00   2.22044605e-16
   2.22044605e-16   3.13212580e+00   2.38822401e+00   8.02750554e-01
   3.13212580e+00   2.38675139e+00   8.04157726e-01   2.34996653e+00
   8.37758041e-01]","[[-0.48912201 -0.85784337  0.15768454 -0.61229867]
 [ 0.84591547 -0.51061722 -0.15393854  0.14388323]
 [ 0.2125716   0.05809307  0.9754171   0.24392043]
 [ 0.          0.          0.          1.        ]]","[[ 0.84180239  0.01569857 -0.5395575  -0.69961162]
 [ 0.52692116  0.1930299   0.82770378  0.05413999]
 [ 0.1171445  -0.98106728  0.15422112  0.28311591]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_3_med']",extreme1
18,14,"[  1.57780881e-02  -1.60077004e+00   6.62652698e-01   2.90178032e-01
  -2.58942283e+00   3.01261175e-01  -2.80914727e+00   2.22044605e-16
   2.22044605e-16   3.13282705e+00   2.38926712e+00   8.03016444e-01
   3.13282705e+00   2.38518673e+00   8.04544289e-01   2.39052498e+00
   7.99484198e-01]","[[-0.89671392  0.03661008 -0.44109391 -0.96070153]
 [-0.04893752 -0.9986639   0.01659916  0.30816966]
 [-0.43989687  0.03647073  0.89730743  0.21928412]
 [ 0.          0.          0.          1.        ]]","[[ 0.11502914  0.09584552 -0.98872743 -0.91209297]
 [-0.99213732 -0.03832656 -0.11914116  0.03336718]
 [-0.04931366  0.99465809  0.09068325  0.23507986]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal1
18,0,"[  4.81049070e-01  -1.33059937e+00   2.38911658e+00   8.19997952e-01
   1.14400175e+00   4.35682172e-01   1.42568770e+00   2.22044605e-16
   2.22044605e-16   6.74951547e-03   1.86225268e+00   8.37758041e-01
   6.74951547e-03   1.89247210e+00   8.37758041e-01   1.23964055e+00
   8.37758041e-01]","[[-0.94961065  0.15955185  0.26978292 -0.90085548]
 [ 0.13899323  0.98584176 -0.09379179 -0.33900341]
 [-0.28092793 -0.05156769 -0.95834246  0.11756638]
 [ 0.          0.          0.          1.        ]]","[[ 0.10212261  0.69071047 -0.71588408 -0.83095314]
 [ 0.96845671 -0.23346315 -0.08710086 -0.23639315]
 [-0.22729403 -0.68440777 -0.69276506  0.16612904]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_dist']",extreme1
18,14,"[  1.58511348e-02  -1.60101439e+00   6.62789534e-01   3.26056139e-01
  -2.60001836e+00   3.32573361e-01  -2.81140766e+00   2.22044605e-16
   2.22044605e-16   1.16582540e-02   2.38923644e+00   8.03047124e-01
   1.16582540e-02   2.38650595e+00   8.04255901e-01   2.39135333e+00
   7.99179447e-01]","[[ 0.02028223  0.03774595 -0.99908152 -0.96503675]
 [ 0.1847794  -0.98221375 -0.03335749  0.0913251 ]
 [-0.98257071 -0.18393312 -0.02689616  0.30571797]
 [ 0.          0.          0.          1.        ]]","[[ 0.11849253  0.11098301 -0.98673314 -0.91062293]
 [-0.9906448  -0.05453338 -0.12509592  0.03959131]
 [-0.06769341  0.99232499  0.10348295  0.24415105]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
18,14,"[  1.53398079e-03  -1.60663446e+00   6.64933303e-01   2.96143513e-01
  -2.43523404e+00   4.66361788e-01   7.02261131e-01   2.22044605e-16
   2.22044605e-16   1.04310694e-02   2.38920576e+00   8.02963266e-01
   1.04310694e-02   2.38718090e+00   8.04235447e-01   2.39202828e+00
   7.99273531e-01]","[[ 0.88116739 -0.2445403  -0.40465302 -0.91169596]
 [ 0.37682178  0.88015803  0.28866448 -0.3205151 ]
 [ 0.28556851 -0.4068438   0.86771467  0.343521  ]
 [ 0.          0.          0.          1.        ]]","[[-0.28526125  0.03793294 -0.95769886 -0.90959693]
 [ 0.85505149 -0.44137414 -0.27216873  0.03759045]
 [-0.43302767 -0.89652103  0.09347233  0.23154443]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
18,0,"[ 0.61695246 -1.36054593  2.32649116  1.25760858  1.06848878  0.83174969
  1.58401754  0.          0.          1.02066699  1.80945306  0.83775804
  1.02066699  0.00260777  0.00576981  1.90502006  0.68432315]","[[ 0.05002774 -0.3288766  -0.94304687 -0.6525659 ]
 [ 0.25122857  0.91801227 -0.30681864 -0.41243953]
 [ 0.96663407 -0.22157088  0.12854928 -0.04226505]
 [ 0.          0.          0.          1.        ]]","[[ 0.40057661  0.90806122 -0.1223242  -0.72418316]
 [ 0.91615413 -0.39900399  0.03817612 -0.22373069]
 [-0.01414159 -0.12736028 -0.9917557   0.0572045 ]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",extreme1
18,0,"[  4.37148001e-01  -1.33005637e+00   2.38811311e+00   1.04063552e+00
   1.13522485e+00   4.45249784e-01   1.43195514e+00   2.22044605e-16
   2.22044605e-16   8.06435614e-03   1.80162976e+00   8.37758041e-01
   8.06435614e-03   1.64752605e+00   8.37758041e-01   1.56548875e+00
   8.37758041e-01]","[[-0.70269459 -0.03992258 -0.71037068 -0.81718391]
 [-0.10722128  0.99296409  0.05025844 -0.36996543]
 [ 0.70336613  0.11148319 -0.70203104  0.00368705]
 [ 0.          0.          0.          1.        ]]","[[ 0.31542386  0.7432283  -0.59001652 -0.81262818]
 [ 0.93655039 -0.34400161  0.06735169 -0.1469004 ]
 [-0.15290895 -0.57382453 -0.80457707  0.11521104]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
18,14,"[  8.46611302e-02  -1.97370385e+00   1.75241717e-01   1.66863021e+00
  -1.10786623e+00  -1.06406080e+00  -1.63878055e+00   2.22044605e-16
   2.22044605e-16   1.36743430e-02   2.22092806e+00   8.37758041e-01
   1.36743430e-02   2.20966865e+00   8.37758041e-01   2.38791721e+00
   7.99719408e-01]","[[-0.84254741 -0.4638954   0.27370589 -0.50494874]
 [ 0.34352828 -0.8542053  -0.39028404  0.49697772]
 [ 0.41485199 -0.23480709  0.87906965  0.37152028]
 [ 0.          0.          0.          1.        ]]","[[ 0.83858409  0.11377968 -0.53275784 -0.68929555]
 [ 0.47714175  0.31852946  0.81906943  0.05424423]
 [ 0.26289252 -0.9410596   0.2128247   0.29224263]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
18,0,"[  4.37148001e-01  -1.32997492e+00   2.38806750e+00   1.03620402e+00
   1.21002619e+00   5.14357991e-01   1.44387354e+00   2.22044605e-16
   2.22044605e-16   9.64216495e-03   1.77607364e+00   8.37758041e-01
   9.64216495e-03   1.78871364e+00   8.37758041e-01   1.55481225e+00
   8.37758041e-01]","[[ 0.00881684  0.11632533 -0.99317203 -0.87667811]
 [ 0.13300648  0.98424901  0.11646098 -0.54003137]
 [ 0.99107595 -0.13312514 -0.00679405  0.03283569]
 [ 0.          0.          0.          1.        ]]","[[  3.45745198e-01   7.53393753e-01  -5.59337208e-01  -8.11331235e-01]
 [  9.09055748e-01  -4.16673950e-01   6.83146034e-04  -1.51783715e-01]
 [ -2.32546566e-01  -5.08704898e-01  -8.28939938e-01   1.14669002e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",5,"['palm contact', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
18,0,"[  6.18486444e-01  -1.36673616e+00   2.33707316e+00   1.25641549e+00
   1.22425900e+00   9.86571046e-01   1.62706763e+00   2.22044605e-16
   2.22044605e-16   1.01619653e+00   1.82356568e+00   8.37758041e-01
   1.01619653e+00   2.60776734e-03   5.76981307e-03   1.88280802e+00
   7.68385294e-01]","[[ 0.00488897 -0.36964491 -0.92916023 -0.63507056]
 [-0.04849083  0.92799063 -0.36943475 -0.40947515]
 [ 0.99881166  0.04686191 -0.01338747 -0.1084469 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.51179529  0.8587493  -0.02480355 -0.71685729]
 [ 0.84821346 -0.509678   -0.14409116 -0.23794212]
 [-0.13638001  0.05270647 -0.98925352  0.05072715]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",extreme0
18,14,"[  1.58146115e-02  -1.60063429e+00   6.62607086e-01   3.26908350e-01
  -2.58515298e+00   3.17075410e-01  -2.79065319e+00   2.22044605e-16
   2.22044605e-16   3.13168752e+00   2.38629119e+00   8.02065376e-01
   3.13168752e+00   2.38613780e+00   8.03985920e-01   2.38951255e+00
   7.98713117e-01]","[[-0.89996441  0.03755894 -0.43434248 -0.95048732]
 [-0.12602688 -0.97615979  0.1767181   0.46699679]
 [-0.41735032  0.21377883  0.88324251  0.14073233]
 [ 0.          0.          0.          1.        ]]","[[ 0.10901667  0.11756952 -0.9870627  -0.91058411]
 [-0.99352525 -0.0190623  -0.11200094  0.04055139]
 [-0.03198358  0.99288168  0.11473018  0.24536212]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme3
18,0,"[  6.12752278e-01  -1.60668876e+00   1.90257223e+00   8.96611771e-01
   1.22623578e+00   1.50851987e+00   7.64010793e-01   2.22044605e-16
   2.22044605e-16   9.99278913e-03   2.38033935e+00   8.02764871e-01
   9.99278913e-03   1.88498627e+00   6.34391049e-01   2.15978359e+00
   7.28665418e-01]","[[-0.02818237 -0.58999578 -0.80691433 -0.64068401]
 [ 0.17910674  0.79119077 -0.5847546  -0.30715621]
 [ 0.98342592 -0.16100356  0.08337459 -0.07841623]
 [ 0.          0.          0.          1.        ]]","[[-0.53380801  0.80866416  0.24720699 -0.7508923 ]
 [ 0.84412338  0.52689531  0.09918192 -0.24196782]
 [-0.05004734  0.2616173  -0.96387325  0.01865643]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_3_med', 'finger_3_dist']",extreme0
18,0,"[  4.80245557e-01  -1.40694546e+00   2.35052874e+00   8.60222337e-01
   9.76924363e-01   1.02278564e+00   7.94731507e-01   2.22044605e-16
   2.22044605e-16   7.01248360e-03   2.05059484e+00   7.08492548e-01
   7.01248360e-03   2.19586282e+00   7.37288435e-01   2.05488998e+00
   6.90502021e-01]","[[ 0.02269332 -0.63221734  0.77445868 -0.77157837]
 [ 0.02591471  0.77476987  0.63171202 -0.28834546]
 [-0.99940654  0.00573423  0.03396583  0.01360654]
 [ 0.          0.          0.          1.        ]]","[[-0.5438257   0.82945701 -0.12749382 -0.79453581]
 [ 0.83899403  0.5407333  -0.06079896 -0.21868219]
 [ 0.01851003 -0.14003059 -0.98997415  0.08520689]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
18,14,"[ 0.01585113 -1.60098724  0.66274392  0.32622658 -2.58831583  0.32023826
 -2.80534571  0.          0.          0.00972982  2.38926712  0.80298372
  0.00972982  2.38721158  0.80425386  2.39187488  0.79929603]","[[-0.04974191 -0.04839059 -0.99758914 -0.94300783]
 [ 0.03699723 -0.99822933  0.04657689  0.31747496]
 [-0.99807662 -0.03459121  0.05144415  0.29741883]
 [ 0.          0.          0.          1.        ]]","[[ 0.1100392   0.1166615  -0.98705697 -0.91063358]
 [-0.99268797 -0.03667658 -0.1150018   0.04022487]
 [-0.04961816  0.99249429  0.1117726   0.24471467]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
18,14,"[  1.57415648e-02  -1.60535841e+00   6.64157898e-01   2.75349551e-01
  -2.60152072e+00   2.74456047e-01  -2.80955825e+00   2.22044605e-16
   2.22044605e-16   3.13195049e+00   2.41356537e-01   8.69071702e-02
   3.13195049e+00   2.52861393e-01   9.40718831e-02   2.49486635e-01
   8.48639078e-02]","[[-0.98888308  0.0703441  -0.13100369 -0.98733819]
 [-0.07040846 -0.99750963 -0.00414627  0.29256961]
 [-0.13096911  0.00512359  0.99137321  0.1990217 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.0975677   0.08673572 -0.99144211 -0.91287986]
 [-0.99366778 -0.04728568 -0.10192349  0.03177733]
 [-0.05572143  0.99510853  0.08157294  0.22701308]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_2_prox']",extreme2
18,14,"[  8.46611302e-02  -1.97364955e+00   1.75059269e-01   1.66897110e+00
  -1.10849880e+00  -1.06168866e+00  -1.53839882e+00   2.22044605e-16
   2.22044605e-16   1.61287123e-02   2.06937076e+00   8.37758041e-01
   1.61287123e-02   1.85314083e+00   8.37758041e-01   2.16211524e+00
   8.37758041e-01]","[[-0.53145803 -0.7653471   0.36303745 -0.51623768]
 [ 0.69721192 -0.6386219  -0.32566488  0.28863981]
 [ 0.48109033  0.08003682  0.87300985  0.24617335]
 [ 0.          0.          0.          1.        ]]","[[ 0.84606852  0.02776371 -0.53235068 -0.68917253]
 [ 0.50617606  0.27137394  0.818622    0.05416393]
 [ 0.16719408 -0.96207347  0.21554762  0.29249698]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
18,0,"[  1.93464196e-01  -1.66050027e+00   1.91351913e+00   1.71635406e-01
   1.23271961e+00   1.49444520e+00   1.09536297e+00   2.22044605e-16
   2.22044605e-16   8.06435614e-03   2.01255211e+00   6.80381839e-01
   8.06435614e-03   2.08443445e+00   7.00325634e-01   1.98291561e+00
   6.69161281e-01]","[[ 0.00429591 -0.57496448 -0.81816709 -0.63708884]
 [ 0.13998999  0.81046364 -0.56881586 -0.32703727]
 [ 0.9901436  -0.11209162  0.08397095 -0.07490195]
 [ 0.          0.          0.          1.        ]]","[[-0.48507816  0.87173984  0.06905679 -0.8377135 ]
 [ 0.87426456  0.48516421  0.01664832 -0.1141228 ]
 [-0.01899088  0.06844964 -0.99747381  0.032341  ]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
18,14,"[  8.46246068e-02  -1.97446405e+00   1.76153959e-01   1.66496570e+00
  -1.12502467e+00  -1.09608462e+00  -1.45363431e+00   2.22044605e-16
   2.22044605e-16   3.13159986e+00   2.38880692e+00   8.03018489e-01
   3.13159986e+00   2.38346867e+00   8.03857066e-01   2.39162945e+00
   7.98723343e-01]","[[-0.52037404 -0.83817432  0.16332383 -0.47905153]
 [ 0.82705754 -0.54229974 -0.14794193  0.24167235]
 [ 0.2125716   0.05809306  0.9754171   0.24392079]
 [ 0.          0.          0.          1.        ]]","[[ 0.85480824 -0.01557591 -0.5187102  -0.68952153]
 [ 0.51058796  0.20389399  0.83530065  0.05545475]
 [ 0.09275133 -0.97886906  0.18224313  0.28936985]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
